NCBI.GeneID	ySmbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
70380	Mospd1	motile sperm domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	12	56180	NCBI Ortholog
70381	Tecpr1	tectonin beta-propeller repeat containing 1	Mus musculus	house mouse	PROTEIN_CODING	5	25851	NCBI Ortholog
70382	Kctd2	potassium channel tetramerisation domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	5	23510	NCBI Ortholog
70385	Spdl1	spindle apparatus coiled-coil protein 1	Mus musculus	house mouse	PROTEIN_CODING	4	54908	NCBI Ortholog
70387	Ttc9c	tetratricopeptide repeat domain 9C	Mus musculus	house mouse	PROTEIN_CODING	3	283237	NCBI Ortholog
70392	Asb12	ankyrin repeat and SOCS box-containing 12	Mus musculus	house mouse	PROTEIN_CODING	3	142689	NCBI Ortholog
70394	Kptn	kaptin	Mus musculus	house mouse	PROTEIN_CODING	1	11133	NCBI Ortholog
70396	Asnsd1	asparagine synthetase domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	2	54529	NCBI Ortholog
70397	Tmem70	transmembrane protein 70	Mus musculus	house mouse	PROTEIN_CODING	3	54968	NCBI Ortholog
70405	Calml3	calmodulin-like 3	Mus musculus	house mouse	PROTEIN_CODING	1	810	NCBI Ortholog
70408	Polr3f	polymerase (RNA) III (DNA directed) polypeptide F	Mus musculus	house mouse	PROTEIN_CODING	1	10621	NCBI Ortholog
70415	Stk26	serine/threonine kinase 26	Mus musculus	house mouse	PROTEIN_CODING	3	51765	NCBI Ortholog
70419	2810408A11Rik	RIKEN cDNA 2810408A11 gene	Mus musculus	house mouse	PROTEIN_CODING	16	NA	
70420	Arpin	actin-related protein 2/3 complex inhibitor	Mus musculus	house mouse	PROTEIN_CODING	1	348110	NCBI Ortholog
70422	Ints2	integrator complex subunit 2	Mus musculus	house mouse	PROTEIN_CODING	11	57508	NCBI Ortholog
70423	Tspan15	tetraspanin 15	Mus musculus	house mouse	PROTEIN_CODING	4	23555	NCBI Ortholog
70425	Csnk1g3	casein kinase 1, gamma 3	Mus musculus	house mouse	PROTEIN_CODING	9	1456	NCBI Ortholog
70426	Tekt5	tektin 5	Mus musculus	house mouse	PROTEIN_CODING	1	146279	NCBI Ortholog
70427	Mier2	MIER family member 2	Mus musculus	house mouse	PROTEIN_CODING	17	54531	NCBI Ortholog
70428	Polr3b	polymerase (RNA) III (DNA directed) polypeptide B	Mus musculus	house mouse	PROTEIN_CODING	2	55703	NCBI Ortholog
70432	Rufy2	RUN and FYVE domain-containing 2	Mus musculus	house mouse	PROTEIN_CODING	12	55680	NCBI Ortholog
70439	Taf15	TATA-box binding protein associated factor 15	Mus musculus	house mouse	PROTEIN_CODING	8	8148	NCBI Ortholog
70451	Dhrs13	dehydrogenase/reductase 13	Mus musculus	house mouse	PROTEIN_CODING	1	147015	NCBI Ortholog
70454	Cenpl	centromere protein L	Mus musculus	house mouse	PROTEIN_CODING	4	91687	NCBI Ortholog
70458	2610318N02Rik	RIKEN cDNA 2610318N02 gene	Mus musculus	house mouse	PROTEIN_CODING	7	NA	
70466	Ckap2l	cytoskeleton associated protein 2-like	Mus musculus	house mouse	PROTEIN_CODING	4	150468	NCBI Ortholog
70470	Rprd1b	regulation of nuclear pre-mRNA domain containing 1B	Mus musculus	house mouse	PROTEIN_CODING	10	58490	NCBI Ortholog
70472	Atad2	ATPase family, AAA domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	7	29028	NCBI Ortholog
70478	Mipep	mitochondrial intermediate peptidase	Mus musculus	house mouse	PROTEIN_CODING	3	4285	NCBI Ortholog
70481	Pnma1	paraneoplastic antigen MA1	Mus musculus	house mouse	PROTEIN_CODING	1	9240	NCBI Ortholog
70508	Bbx	bobby sox HMG box containing	Mus musculus	house mouse	PROTEIN_CODING	35	56987	NCBI Ortholog
70510	Rnf167	ring finger protein 167	Mus musculus	house mouse	PROTEIN_CODING	7	26001	NCBI Ortholog
70511	Eef2kmt	eukaryotic elongation factor 2 lysine methyltransferase	Mus musculus	house mouse	PROTEIN_CODING	1	196483	NCBI Ortholog
70527	Stambp	STAM binding protein	Mus musculus	house mouse	PROTEIN_CODING	7	10617	NCBI Ortholog
70533	Btf3l4	basic transcription factor 3-like 4	Mus musculus	house mouse	PROTEIN_CODING	22	91408	NCBI Ortholog
70544	Tmem242	transmembrane protein 242	Mus musculus	house mouse	PROTEIN_CODING	1	729515	NCBI Ortholog
70546	Zdhhc2	zinc finger, DHHC domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	4	51201	NCBI Ortholog
70551	Tmtc4	transmembrane and tetratricopeptide repeat containing 4	Mus musculus	house mouse	PROTEIN_CODING	19	84899	NCBI Ortholog
70552	Lrrc56	leucine rich repeat containing 56	Mus musculus	house mouse	PROTEIN_CODING	20	115399	NCBI Ortholog
70556	Slc25a33	solute carrier family 25, member 33	Mus musculus	house mouse	PROTEIN_CODING	4	84275	NCBI Ortholog
70560	Wars2	tryptophanyl tRNA synthetase 2 (mitochondrial)	Mus musculus	house mouse	PROTEIN_CODING	7	10352	NCBI Ortholog
70561	Txndc16	thioredoxin domain containing 16	Mus musculus	house mouse	PROTEIN_CODING	19	57544	NCBI Ortholog
70564	Prxl2a	peroxiredoxin like 2A	Mus musculus	house mouse	PROTEIN_CODING	12	84293	NCBI Ortholog
70567	Fra10ac1	FRA10A associated CGG repeat 1	Mus musculus	house mouse	PROTEIN_CODING	5	118924	NCBI Ortholog
70568	Cpne3	copine III	Mus musculus	house mouse	PROTEIN_CODING	2	8895	NCBI Ortholog
70571	Tcerg1l	transcription elongation regulator 1-like	Mus musculus	house mouse	PROTEIN_CODING	1	256536	NCBI Ortholog
70572	Ipo5	importin 5	Mus musculus	house mouse	PROTEIN_CODING	7	3843	NCBI Ortholog
70573	Tbccd1	TBCC domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	12	55171	NCBI Ortholog
70574	Cpm	carboxypeptidase M	Mus musculus	house mouse	PROTEIN_CODING	3	1368	NCBI Ortholog
70575	Gfod2	glucose-fructose oxidoreductase domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	11	81577	NCBI Ortholog
70579	Zc3h11a	zinc finger CCCH type containing 11A	Mus musculus	house mouse	PROTEIN_CODING	3	9877	NCBI Ortholog
70591	5730455P16Rik	RIKEN cDNA 5730455P16 gene	Mus musculus	house mouse	PROTEIN_CODING	2	64149	NCBI Ortholog
70598	Filip1	filamin A interacting protein 1	Mus musculus	house mouse	PROTEIN_CODING	7	27145	NCBI Ortholog
70599	Itprid2	ITPR interacting domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	5	6744	NCBI Ortholog
70601	Ecd	ecdysoneless cell cycle regulator	Mus musculus	house mouse	PROTEIN_CODING	1	11319	NCBI Ortholog
70604	Dnajb14	DnaJ heat shock protein family (Hsp40) member B14	Mus musculus	house mouse	PROTEIN_CODING	4	79982	NCBI Ortholog
70605	Zdhhc24	zinc finger, DHHC domain containing 24	Mus musculus	house mouse	PROTEIN_CODING	3	254359	NCBI Ortholog
70611	Fbxo33	F-box protein 33	Mus musculus	house mouse	PROTEIN_CODING	2	254170	NCBI Ortholog
70612	Tmem230	transmembrane protein 230	Mus musculus	house mouse	PROTEIN_CODING	3	29058	NCBI Ortholog
70615	Ankrd24	ankyrin repeat domain 24	Mus musculus	house mouse	PROTEIN_CODING	26	170961	NCBI Ortholog
70616	Sugp1	SURP and G patch domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	4	57794	NCBI Ortholog
70617	Fam241a	family with sequence similarity 241, member A	Mus musculus	house mouse	PROTEIN_CODING	1	132720	NCBI Ortholog
70620	Ube2v2	ubiquitin-conjugating enzyme E2 variant 2	Mus musculus	house mouse	PROTEIN_CODING	3	7336	NCBI Ortholog
70625	Med26	mediator complex subunit 26	Mus musculus	house mouse	PROTEIN_CODING	1	9441	NCBI Ortholog
70638	Entrep2	endosomal transmembrane epsin interactor 2	Mus musculus	house mouse	PROTEIN_CODING	2	23359	NCBI Ortholog
70640	Dcp2	decapping mRNA 2	Mus musculus	house mouse	PROTEIN_CODING	1	167227	NCBI Ortholog
70645	Oip5	Opa interacting protein 5	Mus musculus	house mouse	PROTEIN_CODING	1	11339	NCBI Ortholog
70646	Naa30	N(alpha)-acetyltransferase 30, NatC catalytic subunit	Mus musculus	house mouse	PROTEIN_CODING	2	122830	NCBI Ortholog
70650	Zcchc8	zinc finger, CCHC domain containing 8	Mus musculus	house mouse	PROTEIN_CODING	3	55596	NCBI Ortholog
70675	Vcpip1	valosin containing protein (p97)/p47 complex interacting protein 1	Mus musculus	house mouse	PROTEIN_CODING	1	80124	NCBI Ortholog
70676	Gulp1	GULP, engulfment adaptor PTB domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	5	51454	NCBI Ortholog
70681	Abraxas1	BRCA1 A complex subunit	Mus musculus	house mouse	PROTEIN_CODING	2	84142	NCBI Ortholog
70683	Utp20	UTP20 small subunit processome component	Mus musculus	house mouse	PROTEIN_CODING	1	27340	NCBI Ortholog
70693	Adgra3	adhesion G protein-coupled receptor A3	Mus musculus	house mouse	PROTEIN_CODING	1	166647	NCBI Ortholog
70696	Magea9	MAGE family member A9	Mus musculus	house mouse	PROTEIN_CODING	3	NA	
70699	Nup205	nucleoporin 205	Mus musculus	house mouse	PROTEIN_CODING	6	23165	NCBI Ortholog
70701	Nipal1	NIPA-like domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	1	152519	NCBI Ortholog
70713	Gpr137c	G protein-coupled receptor 137C	Mus musculus	house mouse	PROTEIN_CODING	7	283554	NCBI Ortholog
70717	Medag	mesenteric estrogen dependent adipogenesis	Mus musculus	house mouse	PROTEIN_CODING	3	84935	NCBI Ortholog
70719	Arhgap45	Rho GTPase activating protein 45	Mus musculus	house mouse	PROTEIN_CODING	7	23526	NCBI Ortholog
70727	Rasgef1a	RasGEF domain family, member 1A	Mus musculus	house mouse	PROTEIN_CODING	5	221002	NCBI Ortholog
70747	Tspan2	tetraspanin 2	Mus musculus	house mouse	PROTEIN_CODING	2	10100	NCBI Ortholog
70750	Kdsr	3-ketodihydrosphingosine reductase	Mus musculus	house mouse	PROTEIN_CODING	3	2531	NCBI Ortholog
70757	Hacd2	3-hydroxyacyl-CoA dehydratase 2	Mus musculus	house mouse	PROTEIN_CODING	4	201562	NCBI Ortholog
70767	Prpf3	pre-mRNA processing factor 3	Mus musculus	house mouse	PROTEIN_CODING	4	9129	NCBI Ortholog
70769	Nolc1	nucleolar and coiled-body phosphoprotein 1	Mus musculus	house mouse	PROTEIN_CODING	4	9221	NCBI Ortholog
70771	Gpr173	G-protein coupled receptor 173	Mus musculus	house mouse	PROTEIN_CODING	6	54328	NCBI Ortholog
70772	Ggnbp1	gametogenetin binding protein 1	Mus musculus	house mouse	PROTEIN_CODING	2	449520	NCBI Ortholog
70779	Prdm5	PR domain containing 5	Mus musculus	house mouse	PROTEIN_CODING	9	11107	NCBI Ortholog
70785	Dennd1c	DENN domain containing 1C	Mus musculus	house mouse	PROTEIN_CODING	11	79958	NCBI Ortholog
70788	Klhl30	kelch-like 30	Mus musculus	house mouse	PROTEIN_CODING	1	377007	NCBI Ortholog
70789	Kynu	kynureninase	Mus musculus	house mouse	PROTEIN_CODING	6	8942	NCBI Ortholog
70791	Hars2	histidyl-tRNA synthetase 2	Mus musculus	house mouse	PROTEIN_CODING	6	23438	NCBI Ortholog
70796	Zdhhc1	zinc finger, DHHC domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	11	29800	NCBI Ortholog
70797	Ankib1	ankyrin repeat and IBR domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	5	54467	NCBI Ortholog
70799	Cep192	centrosomal protein 192	Mus musculus	house mouse	PROTEIN_CODING	7	55125	NCBI Ortholog
70802	Pwwp2a	PWWP domain containing 2A	Mus musculus	house mouse	PROTEIN_CODING	18	114825	NCBI Ortholog
70804	Pgrmc2	progesterone receptor membrane component 2	Mus musculus	house mouse	PROTEIN_CODING	1	10424	NCBI Ortholog
70807	Arrdc2	arrestin domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	4	27106	NCBI Ortholog
70809	Clec2g	C-type lectin domain family 2, member g	Mus musculus	house mouse	PROTEIN_CODING	4	NA	
70810	Krt25	keratin 25	Mus musculus	house mouse	PROTEIN_CODING	1	147183	NCBI Ortholog
70821	Spmip4	sperm microtubule inner protein 4	Mus musculus	house mouse	PROTEIN_CODING	5	136895	NCBI Ortholog
70823	Hmgxb4	HMG box domain containing 4	Mus musculus	house mouse	PROTEIN_CODING	9	10042	NCBI Ortholog
70827	Trak2	trafficking protein, kinesin binding 2	Mus musculus	house mouse	PROTEIN_CODING	14	66008	NCBI Ortholog
70829	Ccdc93	coiled-coil domain containing 93	Mus musculus	house mouse	PROTEIN_CODING	2	54520	NCBI Ortholog
70835	Prss22	serine protease 22	Mus musculus	house mouse	PROTEIN_CODING	3	64063	NCBI Ortholog
70840	Slc22a16	solute carrier family 22 (organic cation transporter), member 16	Mus musculus	house mouse	PROTEIN_CODING	2	85413	NCBI Ortholog
70843	Krt28	keratin 28	Mus musculus	house mouse	PROTEIN_CODING	2	162605	NCBI Ortholog
70846	Ttc6	tetratricopeptide repeat domain 6	Mus musculus	house mouse	PROTEIN_CODING	19	319089	NCBI Ortholog
70853	Vwa3b	von Willebrand factor A domain containing 3B	Mus musculus	house mouse	PROTEIN_CODING	11	200403	NCBI Ortholog
70859	Lrrc63	leucine rich repeat containing 63	Mus musculus	house mouse	PROTEIN_CODING	5	220416	NCBI Ortholog
70861	Akr1cl	aldo-keto reductase family 1, member C-like	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
70862	Spata16	spermatogenesis associated 16	Mus musculus	house mouse	PROTEIN_CODING	3	83893	NCBI Ortholog
70873	Cnbd2	cyclic nucleotide binding domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	8	140894	NCBI Ortholog
70881	Nt5c1b	5'-nucleotidase, cytosolic IB	Mus musculus	house mouse	PROTEIN_CODING	16	93034	NCBI Ortholog
70882	Armc3	armadillo repeat containing 3	Mus musculus	house mouse	PROTEIN_CODING	6	219681	NCBI Ortholog
70884	Ccdc81	coiled-coil domain containing 81	Mus musculus	house mouse	PROTEIN_CODING	1	60494	NCBI Ortholog
70885	Ints10	integrator complex subunit 10	Mus musculus	house mouse	PROTEIN_CODING	17	55174	NCBI Ortholog
70887	Dmrtc1a	DMRT-like family C1a	Mus musculus	house mouse	PROTEIN_CODING	5	NA	
70892	Ttll7	tubulin tyrosine ligase-like family, member 7	Mus musculus	house mouse	PROTEIN_CODING	7	79739	NCBI Ortholog
70893	Glb1l3	galactosidase, beta 1 like 3	Mus musculus	house mouse	PROTEIN_CODING	6	112937	NCBI Ortholog
70894	Efcab3	EF-hand calcium binding domain 3	Mus musculus	house mouse	PROTEIN_CODING	2	146779	NCBI Ortholog
70897	Garin2	golgi associated RAB2 interactor 2	Mus musculus	house mouse	PROTEIN_CODING	33	161142	NCBI Ortholog
70902	Lpcat2b	lysophosphatidylcholine acyltransferase 2B	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
70909	4921504E06Rik	RIKEN cDNA 4921504E06 gene	Mus musculus	house mouse	PROTEIN_CODING	1	256815	NCBI Ortholog
70911	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	Mus musculus	house mouse	PROTEIN_CODING	3	84457	NCBI Ortholog
70918	Nsun7	NOL1/NOP2/Sun domain family, member 7	Mus musculus	house mouse	PROTEIN_CODING	11	79730	NCBI Ortholog
70925	Cdkn2aip	CDKN2A interacting protein	Mus musculus	house mouse	PROTEIN_CODING	2	55602	NCBI Ortholog
70928	Trim69	tripartite motif-containing 69	Mus musculus	house mouse	PROTEIN_CODING	4	140691	NCBI Ortholog
70930	Nol8	nucleolar protein 8	Mus musculus	house mouse	PROTEIN_CODING	6	55035	NCBI Ortholog
70935	Speer4f1	spermatogenesis associated glutamate (E)-rich protein 4F1	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
70945	Mmrn1	multimerin 1	Mus musculus	house mouse	PROTEIN_CODING	2	22915	NCBI Ortholog
70950	Ccdc178	coiled coil domain containing 178	Mus musculus	house mouse	PROTEIN_CODING	1	374864	NCBI Ortholog
70951	Spata1	spermatogenesis associated 1	Mus musculus	house mouse	PROTEIN_CODING	12	100505741	NCBI Ortholog
70952	Poteg	POTE ankyrin domain family, member G	Mus musculus	house mouse	PROTEIN_CODING	5	NA	
70956	Tex19.2	testis expressed gene 19.2	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
70967	Eva1c	eva-1 homolog C	Mus musculus	house mouse	PROTEIN_CODING	10	59271	NCBI Ortholog
70974	Pgm2l1	phosphoglucomutase 2-like 1	Mus musculus	house mouse	PROTEIN_CODING	3	283209	NCBI Ortholog
70977	Cabs1	calcium binding protein, spermatid specific 1	Mus musculus	house mouse	PROTEIN_CODING	1	85438	NCBI Ortholog
70979	Fancd2os	Fancd2 opposite strand	Mus musculus	house mouse	PROTEIN_CODING	6	115795	NCBI Ortholog
70980	Ubqln5	ubiquilin 5	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
70984	4931406C07Rik	RIKEN cDNA 4931406C07 gene	Mus musculus	house mouse	PROTEIN_CODING	7	28970	NCBI Ortholog
70989	Jhy	junctional cadherin complex regulator	Mus musculus	house mouse	PROTEIN_CODING	5	79864	NCBI Ortholog
70993	Prss54	serine protease 54	Mus musculus	house mouse	PROTEIN_CODING	6	221191	NCBI Ortholog
70997	Spef1	sperm flagellar 1	Mus musculus	house mouse	PROTEIN_CODING	1	25876	NCBI Ortholog
70999	Naa40	N(alpha)-acetyltransferase 40, NatD catalytic subunit	Mus musculus	house mouse	PROTEIN_CODING	2	79829	NCBI Ortholog
71003	Prss41	serine protease 41	Mus musculus	house mouse	PROTEIN_CODING	4	NA	
71007	D7Ertd443e	DNA segment, Chr 7, ERATO Doi 443, expressed	Mus musculus	house mouse	PROTEIN_CODING	9	118611	NCBI Ortholog
71020	Spats1	spermatogenesis associated, serine-rich 1	Mus musculus	house mouse	PROTEIN_CODING	6	221409	NCBI Ortholog
71027	Tmem30c	transmembrane protein 30C	Mus musculus	house mouse	PROTEIN_CODING	6	NA	
71037	Prss55	serine protease 55	Mus musculus	house mouse	PROTEIN_CODING	9	203074	NCBI Ortholog
71046	4933405L10Rik	RIKEN cDNA 4933405L10 gene	Mus musculus	house mouse	PROTEIN_CODING	2	388284	NCBI Ortholog
71059	Hexim2	hexamethylene bis-acetamide inducible 2	Mus musculus	house mouse	PROTEIN_CODING	8	124790	NCBI Ortholog
71062	Tekt3	tektin 3	Mus musculus	house mouse	PROTEIN_CODING	1	64518	NCBI Ortholog
71063	Zfp597	zinc finger protein 597	Mus musculus	house mouse	PROTEIN_CODING	2	146434	NCBI Ortholog
71069	Stox2	storkhead box 2	Mus musculus	house mouse	PROTEIN_CODING	17	56977	NCBI Ortholog
71078	Adam30	a disintegrin and metallopeptidase domain 30	Mus musculus	house mouse	PROTEIN_CODING	1	11085	NCBI Ortholog
71083	Dmrtc1c1	DMRT-like family C1c1	Mus musculus	house mouse	PROTEIN_CODING	9	NA	
71085	Arhgap19	Rho GTPase activating protein 19	Mus musculus	house mouse	PROTEIN_CODING	8	84986	NCBI Ortholog
71089	Septin12	septin 12	Mus musculus	house mouse	PROTEIN_CODING	6	124404	NCBI Ortholog
71091	Cdkl1	cyclin dependent kinase like 1	Mus musculus	house mouse	PROTEIN_CODING	4	8814	NCBI Ortholog
71096	Sntg1	syntrophin, gamma 1	Mus musculus	house mouse	PROTEIN_CODING	16	54212	NCBI Ortholog
71099	Tssk4	testis-specific serine kinase 4	Mus musculus	house mouse	PROTEIN_CODING	7	283629	NCBI Ortholog
71101	Uvssa	UV stimulated scaffold protein A	Mus musculus	house mouse	PROTEIN_CODING	9	57654	NCBI Ortholog
71103	Glt6d1	glycosyltransferase 6 domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	6	360203	NCBI Ortholog
71116	Stx18	syntaxin 18	Mus musculus	house mouse	PROTEIN_CODING	6	53407	NCBI Ortholog
71131	Zfp689	zinc finger protein 689	Mus musculus	house mouse	PROTEIN_CODING	1	115509	NCBI Ortholog
71132	Cabyr	calcium binding tyrosine phosphorylation regulated	Mus musculus	house mouse	PROTEIN_CODING	7	26256	NCBI Ortholog
71145	Scara5	scavenger receptor class A, member 5	Mus musculus	house mouse	PROTEIN_CODING	3	286133	NCBI Ortholog
71146	Golga7b	golgin A7B	Mus musculus	house mouse	PROTEIN_CODING	4	401647	NCBI Ortholog
71147	Oxsm	3-oxoacyl-ACP synthase, mitochondrial	Mus musculus	house mouse	PROTEIN_CODING	6	54995	NCBI Ortholog
71148	Mier1	MEIR1 treanscription regulator	Mus musculus	house mouse	PROTEIN_CODING	17	57708	NCBI Ortholog
71151	Eri2	exoribonuclease 2	Mus musculus	house mouse	PROTEIN_CODING	8	112479	NCBI Ortholog
71164	Zdhhc11	zinc finger, DHHC domain containing 11	Mus musculus	house mouse	PROTEIN_CODING	3	NA	
71169	Nbas	neuroblastoma amplified sequence	Mus musculus	house mouse	PROTEIN_CODING	8	51594	NCBI Ortholog
71176	Fbxo24	F-box protein 24	Mus musculus	house mouse	PROTEIN_CODING	1	26261	NCBI Ortholog
71177	Ints13	integrator complex subunit 13	Mus musculus	house mouse	PROTEIN_CODING	9	55726	NCBI Ortholog
71183	Clec12b	C-type lectin domain family 12, member B	Mus musculus	house mouse	PROTEIN_CODING	4	387837	NCBI Ortholog
71198	Otud1	OTU domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	1	220213	NCBI Ortholog
71200	Dydc2	DPY30 domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	7	84332	NCBI Ortholog
71206	Katnal2	katanin p60 subunit A-like 2	Mus musculus	house mouse	PROTEIN_CODING	6	83473	NCBI Ortholog
71207	Nudt4	nudix hydrolase 4	Mus musculus	house mouse	PROTEIN_CODING	2	11163	NCBI Ortholog
71213	Cage1	cancer antigen 1	Mus musculus	house mouse	PROTEIN_CODING	14	285782	NCBI Ortholog
71228	Dlg5	discs large MAGUK scaffold protein 5	Mus musculus	house mouse	PROTEIN_CODING	10	9231	NCBI Ortholog
71233	Enkur	enkurin, TRPC channel interacting protein	Mus musculus	house mouse	PROTEIN_CODING	1	219670	NCBI Ortholog
71236	Rsph14	radial spoke head homolog 14 (Chlamydomonas)	Mus musculus	house mouse	PROTEIN_CODING	5	27156	NCBI Ortholog
71238	Sdhaf3	succinate dehydrogenase complex assembly factor 3	Mus musculus	house mouse	PROTEIN_CODING	6	57001	NCBI Ortholog
71240	Osbpl7	oxysterol binding protein-like 7	Mus musculus	house mouse	PROTEIN_CODING	6	114881	NCBI Ortholog
71242	Spata24	spermatogenesis associated 24	Mus musculus	house mouse	PROTEIN_CODING	3	202051	NCBI Ortholog
71254	Naif1	nuclear apoptosis inducing factor 1	Mus musculus	house mouse	PROTEIN_CODING	1	203245	NCBI Ortholog
71263	Mro	maestro	Mus musculus	house mouse	PROTEIN_CODING	26	83876	NCBI Ortholog
71268	Lrrfip2	leucine rich repeat (in FLII) interacting protein 2	Mus musculus	house mouse	PROTEIN_CODING	46	9209	NCBI Ortholog
71275	Noxred1	NADP+ dependent oxidoreductase domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	1	122945	NCBI Ortholog
71276	Ccdc57	coiled-coil domain containing 57	Mus musculus	house mouse	PROTEIN_CODING	17	284001	NCBI Ortholog
71281	Apobec4	apolipoprotein B mRNA editing enzyme catalytic polypeptide-like 4	Mus musculus	house mouse	PROTEIN_CODING	1	403314	NCBI Ortholog
71287	Cpvl	carboxypeptidase, vitellogenic-like	Mus musculus	house mouse	PROTEIN_CODING	10	54504	NCBI Ortholog
71302	Arhgap26	Rho GTPase activating protein 26	Mus musculus	house mouse	PROTEIN_CODING	12	23092	NCBI Ortholog
71306	Mfap3l	microfibrillar-associated protein 3-like	Mus musculus	house mouse	PROTEIN_CODING	4	9848	NCBI Ortholog
71310	Tbc1d9	TBC1 domain family, member 9	Mus musculus	house mouse	PROTEIN_CODING	3	23158	NCBI Ortholog
71313	Fsip1	fibrous sheath-interacting protein 1	Mus musculus	house mouse	PROTEIN_CODING	8	161835	NCBI Ortholog
71323	Rassf8	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8	Mus musculus	house mouse	PROTEIN_CODING	3	11228	NCBI Ortholog
71325	Tchhl1	trichohyalin-like 1	Mus musculus	house mouse	PROTEIN_CODING	1	126637	NCBI Ortholog
71326	Treml1	triggering receptor expressed on myeloid cells-like 1	Mus musculus	house mouse	PROTEIN_CODING	4	NA	
71330	Rcbtb1	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1	Mus musculus	house mouse	PROTEIN_CODING	16	55213	NCBI Ortholog
71336	Rbks	ribokinase	Mus musculus	house mouse	PROTEIN_CODING	11	64080	NCBI Ortholog
71338	Tprg1	transformation related protein 63 regulated 1	Mus musculus	house mouse	PROTEIN_CODING	2	285386	NCBI Ortholog
71340	Riok1	RIO kinase 1	Mus musculus	house mouse	PROTEIN_CODING	4	83732	NCBI Ortholog
71345	Ano9	anoctamin 9	Mus musculus	house mouse	PROTEIN_CODING	5	338440	NCBI Ortholog
71354	Wdr31	WD repeat domain 31	Mus musculus	house mouse	PROTEIN_CODING	12	114987	NCBI Ortholog
71355	Col24a1	collagen, type XXIV, alpha 1	Mus musculus	house mouse	PROTEIN_CODING	8	255631	NCBI Ortholog
71367	Chst9	carbohydrate sulfotransferase 9	Mus musculus	house mouse	PROTEIN_CODING	3	83539	NCBI Ortholog
71373	Prr16	proline rich 16	Mus musculus	house mouse	PROTEIN_CODING	1	51334	NCBI Ortholog
71375	Foxn3	forkhead box N3	Mus musculus	house mouse	PROTEIN_CODING	17	1112	NCBI Ortholog
71382	Pex1	peroxisomal biogenesis factor 1	Mus musculus	house mouse	PROTEIN_CODING	7	5189	NCBI Ortholog
71389	Chd6	chromodomain helicase DNA binding protein 6	Mus musculus	house mouse	PROTEIN_CODING	13	84181	NCBI Ortholog
71393	Kctd6	potassium channel tetramerisation domain containing 6	Mus musculus	house mouse	PROTEIN_CODING	5	200845	NCBI Ortholog
71395	Cdcp3	CUB domain containing protein 3	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
71398	Tasl	TLR adaptor interacting with endolysosomal SLC15A4	Mus musculus	house mouse	PROTEIN_CODING	3	80231	NCBI Ortholog
71406	Spaar	small regulatory polypeptide of amino acid response	Mus musculus	house mouse	PROTEIN_CODING	1	158376	NCBI Ortholog
71409	Fmnl2	formin-like 2	Mus musculus	house mouse	PROTEIN_CODING	13	114793	NCBI Ortholog
71412	Dhrs2	dehydrogenase/reductase member 2	Mus musculus	house mouse	PROTEIN_CODING	3	10202	NCBI Ortholog
71425	Bpifb9a	BPI fold containing family B, member 9A	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
71446	Get1	guided entry of tail-anchored proteins factor 1	Mus musculus	house mouse	PROTEIN_CODING	1	7485	NCBI Ortholog
71448	Tmem80	transmembrane protein 80	Mus musculus	house mouse	PROTEIN_CODING	7	283232	NCBI Ortholog
71449	Mettl13	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase	Mus musculus	house mouse	PROTEIN_CODING	4	51603	NCBI Ortholog
71452	Ankrd40	ankyrin repeat domain 40	Mus musculus	house mouse	PROTEIN_CODING	2	91369	NCBI Ortholog
71468	Obox1	oocyte specific homeobox 1	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
71474	Ppp6r2	protein phosphatase 6, regulatory subunit 2	Mus musculus	house mouse	PROTEIN_CODING	42	9701	NCBI Ortholog
