NCBI.GeneID	Symbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
126374	WTIP	WT1 interacting protein	Homo sapiens	human	PROTEIN_CODING	10	126374	NCBI Ortholog
1265	CNN2	calponin 2	Homo sapiens	human	PROTEIN_CODING	4	1265	NCBI Ortholog
127018	LYPLAL1	lysophospholipase like 1	Homo sapiens	human	PROTEIN_CODING	49	127018	NCBI Ortholog
127124	ATP6V1G3	ATPase H+ transporting V1 subunit G3	Homo sapiens	human	PROTEIN_CODING	6	127124	NCBI Ortholog
127700	OSCP1	organic solute carrier partner 1	Homo sapiens	human	PROTEIN_CODING	15	127700	NCBI Ortholog
127933	UHMK1	U2AF homology motif kinase 1	Homo sapiens	human	PROTEIN_CODING	3	127933	NCBI Ortholog
128178	EDARADD	EDAR associated via death domain	Homo sapiens	human	PROTEIN_CODING	3	128178	NCBI Ortholog
128240	NAXE	NAD(P)HX epimerase	Homo sapiens	human	PROTEIN_CODING	1	128240	NCBI Ortholog
128312	H2BC26	H2B clustered histone 26	Homo sapiens	human	PROTEIN_CODING	1	128312	NCBI Ortholog
128338	DRAM2	DNA damage regulated autophagy modulator 2	Homo sapiens	human	PROTEIN_CODING	24	128338	NCBI Ortholog
128637	TBC1D20	TBC1 domain family member 20	Homo sapiens	human	PROTEIN_CODING	2	128637	NCBI Ortholog
128869	PIGU	phosphatidylinositol glycan anchor biosynthesis class U	Homo sapiens	human	PROTEIN_CODING	5	128869	NCBI Ortholog
128989	TANGO2	transport and golgi organization 2 homolog	Homo sapiens	human	PROTEIN_CODING	81	128989	NCBI Ortholog
129401	NUP35	nucleoporin 35	Homo sapiens	human	PROTEIN_CODING	11	129401	NCBI Ortholog
129685	TAF8	TATA-box binding protein associated factor 8	Homo sapiens	human	PROTEIN_CODING	17	129685	NCBI Ortholog
129807	NEU4	neuraminidase 4	Homo sapiens	human	PROTEIN_CODING	5	129807	NCBI Ortholog
129831	RBM45	RNA binding motif protein 45	Homo sapiens	human	PROTEIN_CODING	13	129831	NCBI Ortholog
129880	BBS5	Bardet-Biedl syndrome 5	Homo sapiens	human	PROTEIN_CODING	1	129880	NCBI Ortholog
130	ADH6	alcohol dehydrogenase 6 (class V)	Homo sapiens	human	PROTEIN_CODING	3	130	NCBI Ortholog
130340	AP1S3	adaptor related protein complex 1 subunit sigma 3	Homo sapiens	human	PROTEIN_CODING	5	130340	NCBI Ortholog
130497	OSR1	odd-skipped related transcription factor 1	Homo sapiens	human	PROTEIN_CODING	6	130497	NCBI Ortholog
130589	GALM	galactose mutarotase	Homo sapiens	human	PROTEIN_CODING	5	130589	NCBI Ortholog
1310	COL19A1	collagen type XIX alpha 1 chain	Homo sapiens	human	PROTEIN_CODING	15	1310	NCBI Ortholog
131118	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19	Homo sapiens	human	PROTEIN_CODING	6	131118	NCBI Ortholog
131405	TRIM71	tripartite motif containing 71	Homo sapiens	human	PROTEIN_CODING	1	131405	NCBI Ortholog
131578	LRRC15	leucine rich repeat containing 15	Homo sapiens	human	PROTEIN_CODING	2	131578	NCBI Ortholog
1318	SLC31A2	solute carrier family 31 member 2	Homo sapiens	human	PROTEIN_CODING	1	1318	NCBI Ortholog
131870	NUDT16	nudix hydrolase 16	Homo sapiens	human	PROTEIN_CODING	4	131870	NCBI Ortholog
132625	ZFP42	ZFP42 zinc finger protein	Homo sapiens	human	PROTEIN_CODING	14	132625	NCBI Ortholog
132671	SPATA18	spermatogenesis associated 18	Homo sapiens	human	PROTEIN_CODING	22	132671	NCBI Ortholog
132864	CPEB2	cytoplasmic polyadenylation element binding protein 2	Homo sapiens	human	PROTEIN_CODING	20	132864	NCBI Ortholog
133396	IL31RA	interleukin 31 receptor A	Homo sapiens	human	PROTEIN_CODING	14	133396	NCBI Ortholog
1337	COX6A1	cytochrome c oxidase subunit 6A1	Homo sapiens	human	PROTEIN_CODING	1	1337	NCBI Ortholog
133746	JMY	junction mediating and regulatory protein, p53 cofactor	Homo sapiens	human	PROTEIN_CODING	1	133746	NCBI Ortholog
1340	COX6B1	cytochrome c oxidase subunit 6B1	Homo sapiens	human	PROTEIN_CODING	1	1340	NCBI Ortholog
134218	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	Homo sapiens	human	PROTEIN_CODING	15	134218	NCBI Ortholog
134359	POC5	POC5 centriolar protein	Homo sapiens	human	PROTEIN_CODING	18	134359	NCBI Ortholog
134429	STARD4	StAR related lipid transfer domain containing 4	Homo sapiens	human	PROTEIN_CODING	18	134429	NCBI Ortholog
1345	COX6C	cytochrome c oxidase subunit 6C	Homo sapiens	human	PROTEIN_CODING	3	1345	NCBI Ortholog
1346	COX7A1	cytochrome c oxidase subunit 7A1	Homo sapiens	human	PROTEIN_CODING	1	1346	NCBI Ortholog
1347	COX7A2	cytochrome c oxidase subunit 7A2	Homo sapiens	human	PROTEIN_CODING	12	1347	NCBI Ortholog
1349	COX7B	cytochrome c oxidase subunit 7B	Homo sapiens	human	PROTEIN_CODING	1	1349	NCBI Ortholog
135112	NCOA7	nuclear receptor coactivator 7	Homo sapiens	human	PROTEIN_CODING	30	135112	NCBI Ortholog
1352	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	Homo sapiens	human	PROTEIN_CODING	1	1352	NCBI Ortholog
135250	RAET1E	retinoic acid early transcript 1E	Homo sapiens	human	PROTEIN_CODING	6	135250	NCBI Ortholog
1355	COX15	cytochrome c oxidase assembly homolog COX15	Homo sapiens	human	PROTEIN_CODING	13	1355	NCBI Ortholog
1358	CPA2	carboxypeptidase A2	Homo sapiens	human	PROTEIN_CODING	1	1358	NCBI Ortholog
1360	CPB1	carboxypeptidase B1	Homo sapiens	human	PROTEIN_CODING	1	1360	NCBI Ortholog
136319	MTPN	myotrophin	Homo sapiens	human	PROTEIN_CODING	1	136319	NCBI Ortholog
136647	MPLKIP	M-phase specific PLK1 interacting protein	Homo sapiens	human	PROTEIN_CODING	1	136647	NCBI Ortholog
1369	CPN1	carboxypeptidase N subunit 1	Homo sapiens	human	PROTEIN_CODING	1	1369	NCBI Ortholog
137392	CIBAR1	CBY1 interacting BAR domain containing 1	Homo sapiens	human	PROTEIN_CODING	15	137392	NCBI Ortholog
137735	ABRA	actin binding Rho activating protein	Homo sapiens	human	PROTEIN_CODING	2	137735	NCBI Ortholog
137814	NKX2-6	NK2 homeobox 6	Homo sapiens	human	PROTEIN_CODING	1	137814	NCBI Ortholog
137872	ADHFE1	alcohol dehydrogenase iron containing 1	Homo sapiens	human	PROTEIN_CODING	1	137872	NCBI Ortholog
137964	GPAT4	glycerol-3-phosphate acyltransferase 4	Homo sapiens	human	PROTEIN_CODING	11	137964	NCBI Ortholog
137970	UNC5D	unc-5 netrin receptor D	Homo sapiens	human	PROTEIN_CODING	33	137970	NCBI Ortholog
1388	ATF6B	activating transcription factor 6 beta	Homo sapiens	human	PROTEIN_CODING	2	1388	NCBI Ortholog
139135	PASD1	PAS domain containing repressor 1	Homo sapiens	human	PROTEIN_CODING	3	139135	NCBI Ortholog
139189	DGKK	diacylglycerol kinase kappa	Homo sapiens	human	PROTEIN_CODING	1	139189	NCBI Ortholog
139341	FUNDC1	FUN14 domain containing 1	Homo sapiens	human	PROTEIN_CODING	1	139341	NCBI Ortholog
1396	CRIP1	cysteine rich protein 1	Homo sapiens	human	PROTEIN_CODING	1	1396	NCBI Ortholog
139628	FOXR2	forkhead box R2	Homo sapiens	human	PROTEIN_CODING	1	139628	NCBI Ortholog
1397	CRIP2	cysteine rich protein 2	Homo sapiens	human	PROTEIN_CODING	8	1397	NCBI Ortholog
14	AAMP	angio associated migratory cell protein	Homo sapiens	human	PROTEIN_CODING	2	14	NCBI Ortholog
140290	TCP10L	t-complex 10 like	Homo sapiens	human	PROTEIN_CODING	1	140290	NCBI Ortholog
140462	ASB9	ankyrin repeat and SOCS box containing 9	Homo sapiens	human	PROTEIN_CODING	10	140462	NCBI Ortholog
140465	MYL6B	myosin light chain 6B	Homo sapiens	human	PROTEIN_CODING	2	140465	NCBI Ortholog
140596	DEFB104A	defensin beta 104A	Homo sapiens	human	PROTEIN_CODING	1	NA	
140707	BRI3BP	BRI3 binding protein	Homo sapiens	human	PROTEIN_CODING	3	140707	NCBI Ortholog
140732	SUN5	Sad1 and UNC84 domain containing 5	Homo sapiens	human	PROTEIN_CODING	9	140732	NCBI Ortholog
140735	DYNLL2	dynein light chain LC8-type 2	Homo sapiens	human	PROTEIN_CODING	1	140735	NCBI Ortholog
140766	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Homo sapiens	human	PROTEIN_CODING	20	140766	NCBI Ortholog
140775	SMCR8	SMCR8-C9orf72 complex subunit	Homo sapiens	human	PROTEIN_CODING	1	140775	NCBI Ortholog
140890	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	Homo sapiens	human	PROTEIN_CODING	18	140890	NCBI Ortholog
140947	DCANP1	dendritic cell associated nuclear protein 1	Homo sapiens	human	PROTEIN_CODING	1	140947	NCBI Ortholog
1413	CRYBA4	crystallin beta A4	Homo sapiens	human	PROTEIN_CODING	3	1413	NCBI Ortholog
1419	CRYGB	crystallin gamma B	Homo sapiens	human	PROTEIN_CODING	3	1419	NCBI Ortholog
142678	MIB2	MIB E3 ubiquitin protein ligase 2	Homo sapiens	human	PROTEIN_CODING	55	142678	NCBI Ortholog
1429	CRYZ	crystallin zeta	Homo sapiens	human	PROTEIN_CODING	10	1429	NCBI Ortholog
143384	CACUL1	CDK2 associated cullin domain 1	Homo sapiens	human	PROTEIN_CODING	1	143384	NCBI Ortholog
143503	OR51E1	olfactory receptor family 51 subfamily E member 1	Homo sapiens	human	PROTEIN_CODING	1	143503	NCBI Ortholog
143662	MUC15	mucin 15, cell surface associated	Homo sapiens	human	PROTEIN_CODING	3	143662	NCBI Ortholog
143686	SESN3	sestrin 3	Homo sapiens	human	PROTEIN_CODING	8	143686	NCBI Ortholog
1443	CSH2	chorionic somatomammotropin hormone 2	Homo sapiens	human	PROTEIN_CODING	3	1443	NCBI Ortholog
144406	CFAP251	cilia and flagella associated protein 251	Homo sapiens	human	PROTEIN_CODING	2	144406	NCBI Ortholog
144568	A2ML1	alpha-2-macroglobulin like 1	Homo sapiens	human	PROTEIN_CODING	16	144568	NCBI Ortholog
1446	CSN1S1	casein alpha s1	Homo sapiens	human	PROTEIN_CODING	8	1446	NCBI Ortholog
1448	CSN3	casein kappa	Homo sapiens	human	PROTEIN_CODING	4	1448	NCBI Ortholog
145258	GSC	goosecoid homeobox	Homo sapiens	human	PROTEIN_CODING	1	145258	NCBI Ortholog
145270	PRIMA1	proline rich membrane anchor 1	Homo sapiens	human	PROTEIN_CODING	7	145270	NCBI Ortholog
1455	CSNK1G2	casein kinase 1 gamma 2	Homo sapiens	human	PROTEIN_CODING	16	1455	NCBI Ortholog
1456	CSNK1G3	casein kinase 1 gamma 3	Homo sapiens	human	PROTEIN_CODING	106	1456	NCBI Ortholog
146059	CDAN1	codanin 1	Homo sapiens	human	PROTEIN_CODING	17	146059	NCBI Ortholog
146225	CMTM2	CKLF like MARVEL transmembrane domain containing 2	Homo sapiens	human	PROTEIN_CODING	2	146225	NCBI Ortholog
146227	BEAN1	brain expressed associated with NEDD4 1	Homo sapiens	human	PROTEIN_CODING	11	146227	NCBI Ortholog
1465	CSRP1	cysteine and glycine rich protein 1	Homo sapiens	human	PROTEIN_CODING	4	1465	NCBI Ortholog
1466	CSRP2	cysteine and glycine rich protein 2	Homo sapiens	human	PROTEIN_CODING	12	1466	NCBI Ortholog
146664	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	Homo sapiens	human	PROTEIN_CODING	12	146664	NCBI Ortholog
146691	TOM1L2	target of myb1 like 2 membrane trafficking protein	Homo sapiens	human	PROTEIN_CODING	25	146691	NCBI Ortholog
146713	RBFOX3	RNA binding fox-1 homolog 3	Homo sapiens	human	PROTEIN_CODING	69	146713	NCBI Ortholog
146722	CD300LF	CD300 molecule like family member f	Homo sapiens	human	PROTEIN_CODING	40	146722	NCBI Ortholog
146802	SLC47A2	solute carrier family 47 member 2	Homo sapiens	human	PROTEIN_CODING	25	146802	NCBI Ortholog
146909	KIF18B	kinesin family member 18B	Homo sapiens	human	PROTEIN_CODING	18	146909	NCBI Ortholog
147179	WIPF2	WAS/WASL interacting protein family member 2	Homo sapiens	human	PROTEIN_CODING	9	147179	NCBI Ortholog
1473	CST5	cystatin D	Homo sapiens	human	PROTEIN_CODING	1	1473	NCBI Ortholog
147495	APCDD1	APC down-regulated 1	Homo sapiens	human	PROTEIN_CODING	1	147495	NCBI Ortholog
147841	SPC24	SPC24 component of NDC80 kinetochore complex	Homo sapiens	human	PROTEIN_CODING	11	147841	NCBI Ortholog
147912	SIX5	SIX homeobox 5	Homo sapiens	human	PROTEIN_CODING	1	147912	NCBI Ortholog
147945	NLRP4	NLR family pyrin domain containing 4	Homo sapiens	human	PROTEIN_CODING	5	147945	NCBI Ortholog
147948	ZNF582	zinc finger protein 582	Homo sapiens	human	PROTEIN_CODING	6	147948	NCBI Ortholog
148113	CILP2	cartilage intermediate layer protein 2	Homo sapiens	human	PROTEIN_CODING	1	148113	NCBI Ortholog
148327	CREB3L4	cAMP responsive element binding protein 3 like 4	Homo sapiens	human	PROTEIN_CODING	18	148327	NCBI Ortholog
1486	CTBS	chitobiase	Homo sapiens	human	PROTEIN_CODING	1	1486	NCBI Ortholog
148789	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	Homo sapiens	human	PROTEIN_CODING	20	148789	NCBI Ortholog
148867	SLC30A7	solute carrier family 30 member 7	Homo sapiens	human	PROTEIN_CODING	8	148867	NCBI Ortholog
148979	GLIS1	GLIS family zinc finger 1	Homo sapiens	human	PROTEIN_CODING	16	148979	NCBI Ortholog
149371	EXOC8	exocyst complex component 8	Homo sapiens	human	PROTEIN_CODING	1	149371	NCBI Ortholog
149951	COMMD7	COMM domain containing 7	Homo sapiens	human	PROTEIN_CODING	14	149951	NCBI Ortholog
149954	BPIFB4	BPI fold containing family B member 4	Homo sapiens	human	PROTEIN_CODING	1	149954	NCBI Ortholog
150209	AIFM3	AIF family member 3	Homo sapiens	human	PROTEIN_CODING	5	150209	NCBI Ortholog
150274	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone	Homo sapiens	human	PROTEIN_CODING	10	150274	NCBI Ortholog
150280	HORMAD2	HORMA domain containing 2	Homo sapiens	human	PROTEIN_CODING	19	150280	NCBI Ortholog
1504	CTRB1	chymotrypsinogen B1	Homo sapiens	human	PROTEIN_CODING	2	1504	NCBI Ortholog
150572	SMYD1	SET and MYND domain containing 1	Homo sapiens	human	PROTEIN_CODING	2	150572	NCBI Ortholog
150962	PUS10	pseudouridine synthase 10	Homo sapiens	human	PROTEIN_CODING	39	150962	NCBI Ortholog
151011	SEPTIN10	septin 10	Homo sapiens	human	PROTEIN_CODING	49	151011	NCBI Ortholog
151246	SGO2	shugoshin 2	Homo sapiens	human	PROTEIN_CODING	17	151246	NCBI Ortholog
151449	GDF7	growth differentiation factor 7	Homo sapiens	human	PROTEIN_CODING	3	151449	NCBI Ortholog
151516	ASPRV1	aspartic peptidase retroviral like 1	Homo sapiens	human	PROTEIN_CODING	11	151516	NCBI Ortholog
151636	DTX3L	deltex E3 ubiquitin ligase 3L	Homo sapiens	human	PROTEIN_CODING	1	151636	NCBI Ortholog
151647	TAFA4	TAFA chemokine like family member 4	Homo sapiens	human	PROTEIN_CODING	6	151647	NCBI Ortholog
151742	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L	Homo sapiens	human	PROTEIN_CODING	6	151742	NCBI Ortholog
151871	DPPA2	developmental pluripotency associated 2	Homo sapiens	human	PROTEIN_CODING	7	151871	NCBI Ortholog
151887	CCDC80	coiled-coil domain containing 80	Homo sapiens	human	PROTEIN_CODING	3	151887	NCBI Ortholog
151987	PPP4R2	protein phosphatase 4 regulatory subunit 2	Homo sapiens	human	PROTEIN_CODING	5	151987	NCBI Ortholog
152006	RNF38	ring finger protein 38	Homo sapiens	human	PROTEIN_CODING	46	152006	NCBI Ortholog
152007	GLIPR2	GLI pathogenesis related 2	Homo sapiens	human	PROTEIN_CODING	15	152007	NCBI Ortholog
1521	CTSW	cathepsin W	Homo sapiens	human	PROTEIN_CODING	1	1521	NCBI Ortholog
152137	CCDC50	coiled-coil domain containing 50	Homo sapiens	human	PROTEIN_CODING	4	152137	NCBI Ortholog
152189	CMTM8	CKLF like MARVEL transmembrane domain containing 8	Homo sapiens	human	PROTEIN_CODING	10	152189	NCBI Ortholog
152273	FGD5	FYVE, RhoGEF and PH domain containing 5	Homo sapiens	human	PROTEIN_CODING	10	152273	NCBI Ortholog
152573	SHISA3	shisa family member 3	Homo sapiens	human	PROTEIN_CODING	1	152573	NCBI Ortholog
152926	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K	Homo sapiens	human	PROTEIN_CODING	17	152926	NCBI Ortholog
153129	SLC38A9	solute carrier family 38 member 9	Homo sapiens	human	PROTEIN_CODING	84	153129	NCBI Ortholog
153222	CREBRF	CREB3 regulatory factor	Homo sapiens	human	PROTEIN_CODING	13	153222	NCBI Ortholog
153241	CEP120	centrosomal protein 120	Homo sapiens	human	PROTEIN_CODING	14	153241	NCBI Ortholog
1534	CYB561	cytochrome b561	Homo sapiens	human	PROTEIN_CODING	4	1534	NCBI Ortholog
154091	SLC2A12	solute carrier family 2 member 12	Homo sapiens	human	PROTEIN_CODING	5	154091	NCBI Ortholog
154215	NKAIN2	sodium/potassium transporting ATPase interacting 2	Homo sapiens	human	PROTEIN_CODING	13	154215	NCBI Ortholog
154288	KHDC3L	KH domain containing 3 like, subcortical maternal complex member	Homo sapiens	human	PROTEIN_CODING	1	154288	NCBI Ortholog
154664	ABCA13	ATP binding cassette subfamily A member 13	Homo sapiens	human	PROTEIN_CODING	58	154664	NCBI Ortholog
154807	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1	Homo sapiens	human	PROTEIN_CODING	6	154807	NCBI Ortholog
154881	KCTD7	potassium channel tetramerization domain containing 7	Homo sapiens	human	PROTEIN_CODING	2	154881	NCBI Ortholog
1549	CYP2A7	cytochrome P450 family 2 subfamily A member 7	Homo sapiens	human	PROTEIN_CODING	5	1549	NCBI Ortholog
155061	ZNF746	zinc finger protein 746	Homo sapiens	human	PROTEIN_CODING	6	155061	NCBI Ortholog
155465	AGR3	anterior gradient 3, protein disulphide isomerase family member	Homo sapiens	human	PROTEIN_CODING	5	155465	NCBI Ortholog
1564	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	Homo sapiens	human	PROTEIN_CODING	3	1564	NCBI Ortholog
1572	CYP2F1	cytochrome P450 family 2 subfamily F member 1	Homo sapiens	human	PROTEIN_CODING	8	1572	NCBI Ortholog
157506	RDH10	retinol dehydrogenase 10	Homo sapiens	human	PROTEIN_CODING	1	157506	NCBI Ortholog
157638	LRATD2	LRAT domain containing 2	Homo sapiens	human	PROTEIN_CODING	8	157638	NCBI Ortholog
157657	CFAP418	cilia and flagella associated protein 418	Homo sapiens	human	PROTEIN_CODING	2	157657	NCBI Ortholog
158038	LINGO2	leucine rich repeat and Ig domain containing 2	Homo sapiens	human	PROTEIN_CODING	44	158038	NCBI Ortholog
1582	CYP8B1	cytochrome P450 family 8 subfamily B member 1	Homo sapiens	human	PROTEIN_CODING	1	1582	NCBI Ortholog
158376	SPAAR	small regulatory polypeptide of amino acid response	Homo sapiens	human	PROTEIN_CODING	1	158376	NCBI Ortholog
158471	PRUNE2	prune homolog 2 with BCH domain	Homo sapiens	human	PROTEIN_CODING	75	158471	NCBI Ortholog
158983	H2BW1	H2B.W histone 1	Homo sapiens	human	PROTEIN_CODING	1	158983	NCBI Ortholog
159	ADSS2	adenylosuccinate synthase 2	Homo sapiens	human	PROTEIN_CODING	8	159	NCBI Ortholog
1603	DAD1	defender against cell death 1	Homo sapiens	human	PROTEIN_CODING	1	1603	NCBI Ortholog
160622	TAMALIN	trafficking regulator and scaffold protein tamalin	Homo sapiens	human	PROTEIN_CODING	6	160622	NCBI Ortholog
1607	DGKB	diacylglycerol kinase beta	Homo sapiens	human	PROTEIN_CODING	33	1607	NCBI Ortholog
1609	DGKQ	diacylglycerol kinase theta	Homo sapiens	human	PROTEIN_CODING	13	1609	NCBI Ortholog
1611	DAP	death associated protein	Homo sapiens	human	PROTEIN_CODING	2	1611	NCBI Ortholog
161176	SYNE3	spectrin repeat containing nuclear envelope family member 3	Homo sapiens	human	PROTEIN_CODING	6	161176	NCBI Ortholog
161198	CLEC14A	C-type lectin domain containing 14A	Homo sapiens	human	PROTEIN_CODING	1	161198	NCBI Ortholog
161357	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	Homo sapiens	human	PROTEIN_CODING	21	161357	NCBI Ortholog
161835	FSIP1	fibrous sheath interacting protein 1	Homo sapiens	human	PROTEIN_CODING	14	161835	NCBI Ortholog
161882	ZFPM1	zinc finger protein, FOG family member 1	Homo sapiens	human	PROTEIN_CODING	11	161882	NCBI Ortholog
162394	SLFN5	schlafen family member 5	Homo sapiens	human	PROTEIN_CODING	2	162394	NCBI Ortholog
1632	ECI1	enoyl-CoA delta isomerase 1	Homo sapiens	human	PROTEIN_CODING	2	1632	NCBI Ortholog
163486	DENND1B	DENN domain containing 1B	Homo sapiens	human	PROTEIN_CODING	33	163486	NCBI Ortholog
163590	TOR1AIP2	torsin 1A interacting protein 2	Homo sapiens	human	PROTEIN_CODING	15	163590	NCBI Ortholog
164684	WBP2NL	WBP2 N-terminal like	Homo sapiens	human	PROTEIN_CODING	15	164684	NCBI Ortholog
165140	OXER1	oxoeicosanoid receptor 1	Homo sapiens	human	PROTEIN_CODING	1	165140	NCBI Ortholog
1659	DHX8	DEAH-box helicase 8	Homo sapiens	human	PROTEIN_CODING	12	1659	NCBI Ortholog
166378	AFG2A	AFG2 AAA ATPase homolog A	Homo sapiens	human	PROTEIN_CODING	37	166378	NCBI Ortholog
166785	MMAA	metabolism of cobalamin associated A	Homo sapiens	human	PROTEIN_CODING	4	166785	NCBI Ortholog
1669	DEFA4	defensin alpha 4	Homo sapiens	human	PROTEIN_CODING	1	1669	NCBI Ortholog
167	CRISP1	cysteine rich secretory protein 1	Homo sapiens	human	PROTEIN_CODING	9	167	NCBI Ortholog
167153	TENT2	terminal nucleotidyltransferase 2	Homo sapiens	human	PROTEIN_CODING	109	167153	NCBI Ortholog
167465	ZNF366	zinc finger protein 366	Homo sapiens	human	PROTEIN_CODING	1	167465	NCBI Ortholog
168400	DDX53	DEAD-box helicase 53	Homo sapiens	human	PROTEIN_CODING	1	168400	NCBI Ortholog
168620	BHLHA15	basic helix-loop-helix family member a15	Homo sapiens	human	PROTEIN_CODING	1	168620	NCBI Ortholog
169044	COL22A1	collagen type XXII alpha 1 chain	Homo sapiens	human	PROTEIN_CODING	25	169044	NCBI Ortholog
170572	HTR3C	5-hydroxytryptamine receptor 3C	Homo sapiens	human	PROTEIN_CODING	1	170572	NCBI Ortholog
170679	PSORS1C1	psoriasis susceptibility 1 candidate 1	Homo sapiens	human	PROTEIN_CODING	1	170679	NCBI Ortholog
170689	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	Homo sapiens	human	PROTEIN_CODING	4	170689	NCBI Ortholog
170690	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	Homo sapiens	human	PROTEIN_CODING	6	170690	NCBI Ortholog
170691	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	Homo sapiens	human	PROTEIN_CODING	41	170691	NCBI Ortholog
170954	PPP1R18	protein phosphatase 1 regulatory subunit 18	Homo sapiens	human	PROTEIN_CODING	10	170954	NCBI Ortholog
1731	SEPTIN1	septin 1	Homo sapiens	human	PROTEIN_CODING	2	1731	NCBI Ortholog
1745	DLX1	distal-less homeobox 1	Homo sapiens	human	PROTEIN_CODING	3	1745	NCBI Ortholog
1750	DLX6	distal-less homeobox 6	Homo sapiens	human	PROTEIN_CODING	1	1750	NCBI Ortholog
1757	SARDH	sarcosine dehydrogenase	Homo sapiens	human	PROTEIN_CODING	22	1757	NCBI Ortholog
1769	DNAH8	dynein axonemal heavy chain 8	Homo sapiens	human	PROTEIN_CODING	18	1769	NCBI Ortholog
1770	DNAH9	dynein axonemal heavy chain 9	Homo sapiens	human	PROTEIN_CODING	12	1770	NCBI Ortholog
1774	DNASE1L1	deoxyribonuclease 1 like 1	Homo sapiens	human	PROTEIN_CODING	19	1774	NCBI Ortholog
1775	DNASE1L2	deoxyribonuclease 1 like 2	Homo sapiens	human	PROTEIN_CODING	3	1775	NCBI Ortholog
1783	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2	Homo sapiens	human	PROTEIN_CODING	6	1783	NCBI Ortholog
1795	DOCK3	dedicator of cytokinesis 3	Homo sapiens	human	PROTEIN_CODING	57	1795	NCBI Ortholog
1807	DPYS	dihydropyrimidinase	Homo sapiens	human	PROTEIN_CODING	17	1807	NCBI Ortholog
1838	DTNB	dystrobrevin beta	Homo sapiens	human	PROTEIN_CODING	31	1838	NCBI Ortholog
1841	DTYMK	deoxythymidylate kinase	Homo sapiens	human	PROTEIN_CODING	8	1841	NCBI Ortholog
1849	DUSP7	dual specificity phosphatase 7	Homo sapiens	human	PROTEIN_CODING	1	1849	NCBI Ortholog
1852	DUSP9	dual specificity phosphatase 9	Homo sapiens	human	PROTEIN_CODING	6	1852	NCBI Ortholog
1891	ECH1	enoyl-CoA hydratase 1	Homo sapiens	human	PROTEIN_CODING	2	1891	NCBI Ortholog
1911	PHC1	polyhomeotic homolog 1	Homo sapiens	human	PROTEIN_CODING	35	1911	NCBI Ortholog
1912	PHC2	polyhomeotic homolog 2	Homo sapiens	human	PROTEIN_CODING	10	1912	NCBI Ortholog
192669	AGO3	argonaute RISC catalytic component 3	Homo sapiens	human	PROTEIN_CODING	16	192669	NCBI Ortholog
1939	EIF2D	eukaryotic translation initiation factor 2D	Homo sapiens	human	PROTEIN_CODING	14	1939	NCBI Ortholog
1943	EFNA2	ephrin A2	Homo sapiens	human	PROTEIN_CODING	7	1943	NCBI Ortholog
1944	EFNA3	ephrin A3	Homo sapiens	human	PROTEIN_CODING	1	1944	NCBI Ortholog
1945	EFNA4	ephrin A4	Homo sapiens	human	PROTEIN_CODING	4	1945	NCBI Ortholog
1951	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3	Homo sapiens	human	PROTEIN_CODING	1	1951	NCBI Ortholog
1961	EGR4	early growth response 4	Homo sapiens	human	PROTEIN_CODING	3	1961	NCBI Ortholog
1962	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	Homo sapiens	human	PROTEIN_CODING	6	1962	NCBI Ortholog
196385	DNAH10	dynein axonemal heavy chain 10	Homo sapiens	human	PROTEIN_CODING	22	196385	NCBI Ortholog
196513	DCP1B	decapping mRNA 1B	Homo sapiens	human	PROTEIN_CODING	3	196513	NCBI Ortholog
197322	ACSF3	acyl-CoA synthetase family member 3	Homo sapiens	human	PROTEIN_CODING	8	197322	NCBI Ortholog
197358	NLRC3	NLR family CARD domain containing 3	Homo sapiens	human	PROTEIN_CODING	8	197358	NCBI Ortholog
199731	CADM4	cell adhesion molecule 4	Homo sapiens	human	PROTEIN_CODING	7	199731	NCBI Ortholog
1998	ELF2	E74 like ETS transcription factor 2	Homo sapiens	human	PROTEIN_CODING	35	1998	NCBI Ortholog
199953	TMEM201	transmembrane protein 201	Homo sapiens	human	PROTEIN_CODING	16	199953	NCBI Ortholog
